report_no,incident_time,complaint_type,cctv_flag,precinct_code,area_code,area_name,cctv_count,population_density,rounds_per_day,crime_code,crime_type,weapon_code,weapon_desc,case_status_code,case_status_desc,victim_code,victim_name,victim_sex,victim_age,was_victim_alone,is_victim_insured,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,officer_name,officer_sex,avg_close_days,week_number
201308739,12:10:00,Email,FALSE,4,425,Rampart,165,8500,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,75149,Sharon,F,34,Yes,Yes,528988,Conor,M,32,Yes,3,No,3223,Anayely,F,11,1
201311628,11:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,310,BURGLARY,113,SIMULATED GUN,IC,Invest Cont,81768,Eric,M,51,Yes,Yes,1073360,Audra,M,41,Yes,5,No,4005,Nabeeha,F,10,1
201312607,00:30:00,Email,FALSE,3,371,West LA,244,5500,9,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,69516,Jeffrey,M,30,Yes,Yes,1255682,Timmy,M,40,Yes,3,No,7010,Syann,F,9,1
201408832,08:30:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,26223,Bryan,M,37,Yes,Yes,104582,Stefan,M,33,Yes,3,No,2035,Rue,M,12,1
201408837,03:15:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,1996,Dorothy,F,32,Yes,Yes,1282059,Izabella,M,40,Yes,3,No,3246,Bonnell,F,9,1
201408997,00:48:00,Email,TRUE,4,425,Rampart,165,8500,5,623,BATTERY POLICE (SIMPLE),215,MACHETE,IC,Invest Cont,31929,Barbara,F,42,Yes,Yes,1289373,Kinsley,M,32,Yes,1,No,3223,Anayely,F,11,1
201411615,21:36:00,In-Person,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,86356,Angela,F,33,Yes,Yes,2345490,Landen,M,36,Yes,3,No,2036,Tasean,M,8,1
201417336,19:00:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,2563,Sebastian,M,52,Yes,Yes,693530,Samara,M,32,No,0,No,1028,Keahi,M,14,1
201506981,18:00:00,Email,FALSE,3,336,Van Nuys,250,4149,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,82005,Stephanie,F,42,Yes,Yes,1549835,Ryan,M,34,Yes,3,No,1026,Jermale,M,9,1
201507932,04:20:00,In-Person,FALSE,3,371,West LA,244,5500,9,930,CRIMINAL THREATS - NO WEAPON D,212,BOTTLE,AA,Adult Arrest,23961,Joshua,M,41,Yes,Yes,2117547,Maximus,M,31,Yes,2,No,4004,Mirakle,F,9,1
201510569,01:00:00,Email,FALSE,3,336,Van Nuys,250,4149,9,310,BURGLARY,113,SIMULATED GUN,IC,Invest Cont,83236,Jerry,M,51,Yes,Yes,2027197,Jeanine,M,32,Yes,6,No,2035,Rue,M,12,1
